         t              x              v
 19.660000      -0.008877       0.058730
 19.670000      -0.008281       0.060445
 19.680000      -0.007668       0.062033
 19.690000      -0.007041       0.063492
 19.700000      -0.006399       0.064820
 19.710000      -0.005745       0.066012
 19.720000      -0.005079       0.067068
 19.730000      -0.004404       0.067985
 19.740000      -0.003720       0.068761
 19.750000      -0.003029       0.069396
 19.760000      -0.002333       0.069887
 19.770000      -0.001632       0.070235
 19.780000      -0.000928       0.070438
 19.790000      -0.000224       0.070497
 19.800000       0.000481       0.070412
 19.810000       0.001184       0.070183
 19.820000       0.001884       0.069811
 19.830000       0.002580       0.069296
 19.840000       0.003270       0.068641
 19.850000       0.003952       0.067846
 19.860000       0.004626       0.066914
 19.870000       0.005290       0.065847
 19.880000       0.005943       0.064646
 19.890000       0.006583       0.063315
 19.900000       0.007209       0.061857
 19.910000       0.007819       0.060274
 19.920000       0.008414       0.058570
 19.930000       0.008990       0.056749
 19.940000       0.009548       0.054814
 19.950000       0.010086       0.052770
 19.960000       0.010603       0.050620
 19.970000       0.011098       0.048369
 19.980000       0.011570       0.046022
 19.990000       0.012018       0.043583
